plate_unique,plate_id,plate_well,rfu
plate_0,RFP_1_plate_1_shaking,A1,27.081
plate_0,RFP_1_plate_1_shaking,A2,22.001
plate_0,RFP_1_plate_1_shaking,A3,12.949
plate_0,RFP_1_plate_1_shaking,A4,10.328
plate_0,RFP_1_plate_1_shaking,A5,9.264
plate_0,RFP_1_plate_1_shaking,A6,10.017
plate_0,RFP_1_plate_1_shaking,A7,9.373
plate_0,RFP_1_plate_1_shaking,A8,9.049
plate_0,RFP_1_plate_1_shaking,A9,3.78
plate_0,RFP_1_plate_1_shaking,A10,3.915
plate_0,RFP_1_plate_1_shaking,A11,3.403
plate_0,RFP_1_plate_1_shaking,A12,4.281
plate_0,RFP_1_plate_1_shaking,B1,25.697
plate_0,RFP_1_plate_1_shaking,B2,19.707
plate_0,RFP_1_plate_1_shaking,B3,12.412
plate_0,RFP_1_plate_1_shaking,B4,9.651
plate_0,RFP_1_plate_1_shaking,B5,8.894
plate_0,RFP_1_plate_1_shaking,B6,8.37
plate_0,RFP_1_plate_1_shaking,B7,7.89
plate_0,RFP_1_plate_1_shaking,B8,7.958
plate_0,RFP_1_plate_1_shaking,B9,3.715
plate_0,RFP_1_plate_1_shaking,B10,3.585
plate_0,RFP_1_plate_1_shaking,B11,3.746
plate_0,RFP_1_plate_1_shaking,B12,3.714
plate_0,RFP_1_plate_1_shaking,C1,25.426
plate_0,RFP_1_plate_1_shaking,C2,19.263
plate_0,RFP_1_plate_1_shaking,C3,11.831
plate_0,RFP_1_plate_1_shaking,C4,9.171
plate_0,RFP_1_plate_1_shaking,C5,8.649
plate_0,RFP_1_plate_1_shaking,C6,8.361
plate_0,RFP_1_plate_1_shaking,C7,8.079
plate_0,RFP_1_plate_1_shaking,C8,7.718
plate_0,RFP_1_plate_1_shaking,C9,15.364
plate_0,RFP_1_plate_1_shaking,C10,4.03
plate_0,RFP_1_plate_1_shaking,C11,3.689
plate_0,RFP_1_plate_1_shaking,C12,3.778
plate_0,RFP_1_plate_1_shaking,D1,23.99
plate_0,RFP_1_plate_1_shaking,D2,17.737
plate_0,RFP_1_plate_1_shaking,D3,11.529
plate_0,RFP_1_plate_1_shaking,D4,9.028
plate_0,RFP_1_plate_1_shaking,D5,8.39
plate_0,RFP_1_plate_1_shaking,D6,7.138
plate_0,RFP_1_plate_1_shaking,D7,8.295
plate_0,RFP_1_plate_1_shaking,D8,7.614
plate_0,RFP_1_plate_1_shaking,D9,7.941
plate_0,RFP_1_plate_1_shaking,D10,4.104
plate_0,RFP_1_plate_1_shaking,D11,3.449
plate_0,RFP_1_plate_1_shaking,D12,4.18
plate_0,RFP_1_plate_1_shaking,E1,25.575
plate_0,RFP_1_plate_1_shaking,E2,18.693
plate_0,RFP_1_plate_1_shaking,E3,13.842
plate_0,RFP_1_plate_1_shaking,E4,8.801
plate_0,RFP_1_plate_1_shaking,E5,8.617
plate_0,RFP_1_plate_1_shaking,E6,8.761
plate_0,RFP_1_plate_1_shaking,E7,7.607
plate_0,RFP_1_plate_1_shaking,E8,6.783
plate_0,RFP_1_plate_1_shaking,E9,7.665
plate_0,RFP_1_plate_1_shaking,E10,3.995
plate_0,RFP_1_plate_1_shaking,E11,3.699
plate_0,RFP_1_plate_1_shaking,E12,4.007
plate_0,RFP_1_plate_1_shaking,F1,20.263
plate_0,RFP_1_plate_1_shaking,F2,18.744
plate_0,RFP_1_plate_1_shaking,F3,10.524
plate_0,RFP_1_plate_1_shaking,F4,9.07
plate_0,RFP_1_plate_1_shaking,F5,8.943
plate_0,RFP_1_plate_1_shaking,F6,8.472
plate_0,RFP_1_plate_1_shaking,F7,7.529
plate_0,RFP_1_plate_1_shaking,F8,7.117
plate_0,RFP_1_plate_1_shaking,F9,8.65
plate_0,RFP_1_plate_1_shaking,F10,3.783
plate_0,RFP_1_plate_1_shaking,F11,6.339
plate_0,RFP_1_plate_1_shaking,F12,4.157
plate_0,RFP_1_plate_1_shaking,G1,21.787
plate_0,RFP_1_plate_1_shaking,G2,18.651
plate_0,RFP_1_plate_1_shaking,G3,10.816
plate_0,RFP_1_plate_1_shaking,G4,10.301
plate_0,RFP_1_plate_1_shaking,G5,8.627
plate_0,RFP_1_plate_1_shaking,G6,8.416
plate_0,RFP_1_plate_1_shaking,G7,7.661
plate_0,RFP_1_plate_1_shaking,G8,7.283
plate_0,RFP_1_plate_1_shaking,G9,5.94
plate_0,RFP_1_plate_1_shaking,G10,4.305
plate_0,RFP_1_plate_1_shaking,G11,3.25
plate_0,RFP_1_plate_1_shaking,G12,4.08
plate_0,RFP_1_plate_1_shaking,H1,24.003
plate_0,RFP_1_plate_1_shaking,H2,25.557
plate_0,RFP_1_plate_1_shaking,H3,13.775
plate_0,RFP_1_plate_1_shaking,H4,9.558
plate_0,RFP_1_plate_1_shaking,H5,9.963
plate_0,RFP_1_plate_1_shaking,H6,8.959
plate_0,RFP_1_plate_1_shaking,H7,9.242
plate_0,RFP_1_plate_1_shaking,H8,7.568
plate_0,RFP_1_plate_1_shaking,H9,8.265
plate_0,RFP_1_plate_1_shaking,H10,4.019
plate_0,RFP_1_plate_1_shaking,H11,3.611
plate_0,RFP_1_plate_1_shaking,H12,4.035
plate_1,RFP_2_plate_1,A1,28.266
plate_1,RFP_2_plate_1,A2,18.098
plate_1,RFP_2_plate_1,A3,9.273
plate_1,RFP_2_plate_1,A4,8.691
plate_1,RFP_2_plate_1,A5,9.489
plate_1,RFP_2_plate_1,A6,10.369
plate_1,RFP_2_plate_1,A7,9.442
plate_1,RFP_2_plate_1,A8,9.72
plate_1,RFP_2_plate_1,A9,9.488
plate_1,RFP_2_plate_1,A10,3.764
plate_1,RFP_2_plate_1,A11,3.405
plate_1,RFP_2_plate_1,A12,4.009
plate_1,RFP_2_plate_1,B1,27.338
plate_1,RFP_2_plate_1,B2,13.923
plate_1,RFP_2_plate_1,B3,8.203
plate_1,RFP_2_plate_1,B4,7.99
plate_1,RFP_2_plate_1,B5,8.682
plate_1,RFP_2_plate_1,B6,10.713
plate_1,RFP_2_plate_1,B7,10.374
plate_1,RFP_2_plate_1,B8,7.645
plate_1,RFP_2_plate_1,B9,7.566
plate_1,RFP_2_plate_1,B10,4.076
plate_1,RFP_2_plate_1,B11,3.268
plate_1,RFP_2_plate_1,B12,3.605
plate_1,RFP_2_plate_1,C1,26.776
plate_1,RFP_2_plate_1,C2,13.471
plate_1,RFP_2_plate_1,C3,7.355
plate_1,RFP_2_plate_1,C4,8.161
plate_1,RFP_2_plate_1,C5,9.153
plate_1,RFP_2_plate_1,C6,9.744
plate_1,RFP_2_plate_1,C7,10.182
plate_1,RFP_2_plate_1,C8,8.23
plate_1,RFP_2_plate_1,C9,8.941
plate_1,RFP_2_plate_1,C10,4.153
plate_1,RFP_2_plate_1,C11,3.22
plate_1,RFP_2_plate_1,C12,3.506
plate_1,RFP_2_plate_1,D1,26.855
plate_1,RFP_2_plate_1,D2,14.773
plate_1,RFP_2_plate_1,D3,8.442
plate_1,RFP_2_plate_1,D4,7.055
plate_1,RFP_2_plate_1,D5,8.81
plate_1,RFP_2_plate_1,D6,9.367
plate_1,RFP_2_plate_1,D7,9.812
plate_1,RFP_2_plate_1,D8,8.565
plate_1,RFP_2_plate_1,D9,9.123
plate_1,RFP_2_plate_1,D10,4.305
plate_1,RFP_2_plate_1,D11,3.278
plate_1,RFP_2_plate_1,D12,3.809
plate_1,RFP_2_plate_1,E1,27.946
plate_1,RFP_2_plate_1,E2,13.393
plate_1,RFP_2_plate_1,E3,7.64
plate_1,RFP_2_plate_1,E4,7.377
plate_1,RFP_2_plate_1,E5,7.993
plate_1,RFP_2_plate_1,E6,8.88
plate_1,RFP_2_plate_1,E7,8.929
plate_1,RFP_2_plate_1,E8,8.803
plate_1,RFP_2_plate_1,E9,9.056
plate_1,RFP_2_plate_1,E10,3.93
plate_1,RFP_2_plate_1,E11,3.525
plate_1,RFP_2_plate_1,E12,3.531
plate_1,RFP_2_plate_1,F1,26.995
plate_1,RFP_2_plate_1,F2,16.909
plate_1,RFP_2_plate_1,F3,7.954
plate_1,RFP_2_plate_1,F4,6.853
plate_1,RFP_2_plate_1,F5,8.982
plate_1,RFP_2_plate_1,F6,8.449
plate_1,RFP_2_plate_1,F7,8.553
plate_1,RFP_2_plate_1,F8,8.416
plate_1,RFP_2_plate_1,F9,4.511
plate_1,RFP_2_plate_1,F10,3.817
plate_1,RFP_2_plate_1,F11,4.103
plate_1,RFP_2_plate_1,F12,3.476
plate_1,RFP_2_plate_1,G1,25.472
plate_1,RFP_2_plate_1,G2,15.539
plate_1,RFP_2_plate_1,G3,8.261
plate_1,RFP_2_plate_1,G4,7.618
plate_1,RFP_2_plate_1,G5,8.11
plate_1,RFP_2_plate_1,G6,8.858
plate_1,RFP_2_plate_1,G7,8.427
plate_1,RFP_2_plate_1,G8,7.968
plate_1,RFP_2_plate_1,G9,7.728
plate_1,RFP_2_plate_1,G10,4.142
plate_1,RFP_2_plate_1,G11,3.911
plate_1,RFP_2_plate_1,G12,4.163
plate_1,RFP_2_plate_1,H1,24.333
plate_1,RFP_2_plate_1,H2,17.396
plate_1,RFP_2_plate_1,H3,9.423
plate_1,RFP_2_plate_1,H4,8.534
plate_1,RFP_2_plate_1,H5,9.625
plate_1,RFP_2_plate_1,H6,9.325
plate_1,RFP_2_plate_1,H7,10.052
plate_1,RFP_2_plate_1,H8,9.614
plate_1,RFP_2_plate_1,H9,4.22
plate_1,RFP_2_plate_1,H10,3.586
plate_1,RFP_2_plate_1,H11,3.648
plate_1,RFP_2_plate_1,H12,3.385
plate_2,RFP_3_plate_1,A1,28.412
plate_2,RFP_3_plate_1,A2,7.67
plate_2,RFP_3_plate_1,A3,16.822
plate_2,RFP_3_plate_1,A4,18.7
plate_2,RFP_3_plate_1,A5,16.462
plate_2,RFP_3_plate_1,A6,16.596
plate_2,RFP_3_plate_1,A7,13.411
plate_2,RFP_3_plate_1,A8,11.357
plate_2,RFP_3_plate_1,A9,9.408
plate_2,RFP_3_plate_1,A10,2.68
plate_2,RFP_3_plate_1,A11,2.635
plate_2,RFP_3_plate_1,A12,1.95
plate_2,RFP_3_plate_1,B1,28.623
plate_2,RFP_3_plate_1,B2,20.801
plate_2,RFP_3_plate_1,B3,15.094
plate_2,RFP_3_plate_1,B4,16.259
plate_2,RFP_3_plate_1,B5,14.575
plate_2,RFP_3_plate_1,B6,13.05
plate_2,RFP_3_plate_1,B7,10.435
plate_2,RFP_3_plate_1,B8,10.433
plate_2,RFP_3_plate_1,B9,7.651
plate_2,RFP_3_plate_1,B10,3.377
plate_2,RFP_3_plate_1,B11,3.391
plate_2,RFP_3_plate_1,B12,2.523
plate_2,RFP_3_plate_1,C1,24.371
plate_2,RFP_3_plate_1,C2,24.096
plate_2,RFP_3_plate_1,C3,14.613
plate_2,RFP_3_plate_1,C4,15.954
plate_2,RFP_3_plate_1,C5,14.237
plate_2,RFP_3_plate_1,C6,11.226
plate_2,RFP_3_plate_1,C7,10.95
plate_2,RFP_3_plate_1,C8,8.972
plate_2,RFP_3_plate_1,C9,5.229
plate_2,RFP_3_plate_1,C10,4.129
plate_2,RFP_3_plate_1,C11,3.818
plate_2,RFP_3_plate_1,C12,3.346
plate_2,RFP_3_plate_1,D1,24.606
plate_2,RFP_3_plate_1,D2,24.658
plate_2,RFP_3_plate_1,D3,13.535
plate_2,RFP_3_plate_1,D4,16.211
plate_2,RFP_3_plate_1,D5,12.978
plate_2,RFP_3_plate_1,D6,11.516
plate_2,RFP_3_plate_1,D7,10.312
plate_2,RFP_3_plate_1,D8,8.471
plate_2,RFP_3_plate_1,D9,8.195
plate_2,RFP_3_plate_1,D10,8.748
plate_2,RFP_3_plate_1,D11,4.375
plate_2,RFP_3_plate_1,D12,3.558
plate_2,RFP_3_plate_1,E1,21.184
plate_2,RFP_3_plate_1,E2,23.259
plate_2,RFP_3_plate_1,E3,14.264
plate_2,RFP_3_plate_1,E4,15.087
plate_2,RFP_3_plate_1,E5,13.398
plate_2,RFP_3_plate_1,E6,11.3
plate_2,RFP_3_plate_1,E7,9.411
plate_2,RFP_3_plate_1,E8,8.776
plate_2,RFP_3_plate_1,E9,4.535
plate_2,RFP_3_plate_1,E10,4.447
plate_2,RFP_3_plate_1,E11,4.337
plate_2,RFP_3_plate_1,E12,3.325
plate_2,RFP_3_plate_1,F1,24.516
plate_2,RFP_3_plate_1,F2,23.123
plate_2,RFP_3_plate_1,F3,14.352
plate_2,RFP_3_plate_1,F4,14.271
plate_2,RFP_3_plate_1,F5,13.682
plate_2,RFP_3_plate_1,F6,11.287
plate_2,RFP_3_plate_1,F7,10.405
plate_2,RFP_3_plate_1,F8,9.198
plate_2,RFP_3_plate_1,F9,3.877
plate_2,RFP_3_plate_1,F10,9.544
plate_2,RFP_3_plate_1,F11,3.565
plate_2,RFP_3_plate_1,F12,3.265
plate_2,RFP_3_plate_1,G1,23.835
plate_2,RFP_3_plate_1,G2,7.807
plate_2,RFP_3_plate_1,G3,17.79
plate_2,RFP_3_plate_1,G4,15.141
plate_2,RFP_3_plate_1,G5,15.054
plate_2,RFP_3_plate_1,G6,14.81
plate_2,RFP_3_plate_1,G7,11.747
plate_2,RFP_3_plate_1,G8,9.519
plate_2,RFP_3_plate_1,G9,3.46
plate_2,RFP_3_plate_1,G10,3.179
plate_2,RFP_3_plate_1,G11,2.895
plate_2,RFP_3_plate_1,G12,2.131
plate_2,RFP_3_plate_1,H1,27.983
plate_2,RFP_3_plate_1,H2,11.402
plate_2,RFP_3_plate_1,H3,9.518
plate_2,RFP_3_plate_1,H4,14.736
plate_2,RFP_3_plate_1,H5,20.139
plate_2,RFP_3_plate_1,H6,20.969
plate_2,RFP_3_plate_1,H7,20.521
plate_2,RFP_3_plate_1,H8,5.179
plate_2,RFP_3_plate_1,H9,5.257
plate_2,RFP_3_plate_1,H10,4.937
plate_2,RFP_3_plate_1,H11,5.061
plate_2,RFP_3_plate_1,H12,4.497
plate_3,RFP_1_plate_1_shaking,A1,30.731
plate_3,RFP_1_plate_1_shaking,A2,17.946
plate_3,RFP_1_plate_1_shaking,A3,455.882
plate_3,RFP_1_plate_1_shaking,A4,95.484
plate_3,RFP_1_plate_1_shaking,A5,723.326
plate_3,RFP_1_plate_1_shaking,A6,710.278
plate_3,RFP_1_plate_1_shaking,A7,589.153
plate_3,RFP_1_plate_1_shaking,A8,438.318
plate_3,RFP_1_plate_1_shaking,A9,3.51
plate_3,RFP_1_plate_1_shaking,A10,3.889
plate_3,RFP_1_plate_1_shaking,A11,3.435
plate_3,RFP_1_plate_1_shaking,A12,3.949
plate_3,RFP_1_plate_1_shaking,B1,31.577
plate_3,RFP_1_plate_1_shaking,B2,15.791
plate_3,RFP_1_plate_1_shaking,B3,344.181
plate_3,RFP_1_plate_1_shaking,B4,645.707
plate_3,RFP_1_plate_1_shaking,B5,659.22
plate_3,RFP_1_plate_1_shaking,B6,609.989
plate_3,RFP_1_plate_1_shaking,B7,550.889
plate_3,RFP_1_plate_1_shaking,B8,3.987
plate_3,RFP_1_plate_1_shaking,B9,4.657
plate_3,RFP_1_plate_1_shaking,B10,3.928
plate_3,RFP_1_plate_1_shaking,B11,3.034
plate_3,RFP_1_plate_1_shaking,B12,4.466
plate_3,RFP_1_plate_1_shaking,C1,32.668
plate_3,RFP_1_plate_1_shaking,C2,14.326
plate_3,RFP_1_plate_1_shaking,C3,341.61
plate_3,RFP_1_plate_1_shaking,C4,330.182
plate_3,RFP_1_plate_1_shaking,C5,6.429
plate_3,RFP_1_plate_1_shaking,C6,619.234
plate_3,RFP_1_plate_1_shaking,C7,566.758
plate_3,RFP_1_plate_1_shaking,C8,4.032
plate_3,RFP_1_plate_1_shaking,C9,3.786
plate_3,RFP_1_plate_1_shaking,C10,3.83
plate_3,RFP_1_plate_1_shaking,C11,3.444
plate_3,RFP_1_plate_1_shaking,C12,4.009
plate_3,RFP_1_plate_1_shaking,D1,30.411
plate_3,RFP_1_plate_1_shaking,D2,14.158
plate_3,RFP_1_plate_1_shaking,D3,469.088
plate_3,RFP_1_plate_1_shaking,D4,172.275
plate_3,RFP_1_plate_1_shaking,D5,707.629
plate_3,RFP_1_plate_1_shaking,D6,671.296
plate_3,RFP_1_plate_1_shaking,D7,578.231
plate_3,RFP_1_plate_1_shaking,D8,479.924
plate_3,RFP_1_plate_1_shaking,D9,4.13
plate_3,RFP_1_plate_1_shaking,D10,3.539
plate_3,RFP_1_plate_1_shaking,D11,3.642
plate_3,RFP_1_plate_1_shaking,D12,3.685
plate_3,RFP_1_plate_1_shaking,E1,31.595
plate_3,RFP_1_plate_1_shaking,E2,14.33
plate_3,RFP_1_plate_1_shaking,E3,499.213
plate_3,RFP_1_plate_1_shaking,E4,580.556
plate_3,RFP_1_plate_1_shaking,E5,645.975
plate_3,RFP_1_plate_1_shaking,E6,584.489
plate_3,RFP_1_plate_1_shaking,E7,479.636
plate_3,RFP_1_plate_1_shaking,E8,3.918
plate_3,RFP_1_plate_1_shaking,E9,4.489
plate_3,RFP_1_plate_1_shaking,E10,3.962
plate_3,RFP_1_plate_1_shaking,E11,4.204
plate_3,RFP_1_plate_1_shaking,E12,4.169
plate_3,RFP_1_plate_1_shaking,F1,32.206
plate_3,RFP_1_plate_1_shaking,F2,13.835
plate_3,RFP_1_plate_1_shaking,F3,399.741
plate_3,RFP_1_plate_1_shaking,F4,599.977
plate_3,RFP_1_plate_1_shaking,F5,620.921
plate_3,RFP_1_plate_1_shaking,F6,619.279
plate_3,RFP_1_plate_1_shaking,F7,482.488
plate_3,RFP_1_plate_1_shaking,F8,380.272
plate_3,RFP_1_plate_1_shaking,F9,3.624
plate_3,RFP_1_plate_1_shaking,F10,3.662
plate_3,RFP_1_plate_1_shaking,F11,3.956
plate_3,RFP_1_plate_1_shaking,F12,3.55
plate_3,RFP_1_plate_1_shaking,G1,30.276
plate_3,RFP_1_plate_1_shaking,G2,15.835
plate_3,RFP_1_plate_1_shaking,G3,7.797
plate_3,RFP_1_plate_1_shaking,G4,628.614
plate_3,RFP_1_plate_1_shaking,G5,625.079
plate_3,RFP_1_plate_1_shaking,G6,618.613
plate_3,RFP_1_plate_1_shaking,G7,517.805
plate_3,RFP_1_plate_1_shaking,G8,3.878
plate_3,RFP_1_plate_1_shaking,G9,3.735
plate_3,RFP_1_plate_1_shaking,G10,4.255
plate_3,RFP_1_plate_1_shaking,G11,3.89
plate_3,RFP_1_plate_1_shaking,G12,4.266
plate_3,RFP_1_plate_1_shaking,H1,30.048
plate_3,RFP_1_plate_1_shaking,H2,20.28
plate_3,RFP_1_plate_1_shaking,H3,396.572
plate_3,RFP_1_plate_1_shaking,H4,327.656
plate_3,RFP_1_plate_1_shaking,H5,664.395
plate_3,RFP_1_plate_1_shaking,H6,617.465
plate_3,RFP_1_plate_1_shaking,H7,501.418
plate_3,RFP_1_plate_1_shaking,H8,443.293
plate_3,RFP_1_plate_1_shaking,H9,386.115
plate_3,RFP_1_plate_1_shaking,H10,3.755
plate_3,RFP_1_plate_1_shaking,H11,4.01
plate_3,RFP_1_plate_1_shaking,H12,4.374
plate_4,RFP_2_plate_1,A1,27.042
plate_4,RFP_2_plate_1,A2,11.964
plate_4,RFP_2_plate_1,A3,48.81
plate_4,RFP_2_plate_1,A4,143.625
plate_4,RFP_2_plate_1,A5,519.614
plate_4,RFP_2_plate_1,A6,495.021
plate_4,RFP_2_plate_1,A7,334.53
plate_4,RFP_2_plate_1,A8,299.73
plate_4,RFP_2_plate_1,A9,2.892
plate_4,RFP_2_plate_1,A10,1.853
plate_4,RFP_2_plate_1,A11,1.232
plate_4,RFP_2_plate_1,A12,1.938
plate_4,RFP_2_plate_1,B1,15.943
plate_4,RFP_2_plate_1,B2,55.951
plate_4,RFP_2_plate_1,B3,258.871
plate_4,RFP_2_plate_1,B4,113.593
plate_4,RFP_2_plate_1,B5,17.521
plate_4,RFP_2_plate_1,B6,505.409
plate_4,RFP_2_plate_1,B7,450.986
plate_4,RFP_2_plate_1,B8,324.055
plate_4,RFP_2_plate_1,B9,2.76
plate_4,RFP_2_plate_1,B10,2.821
plate_4,RFP_2_plate_1,B11,1.96
plate_4,RFP_2_plate_1,B12,1.963
plate_4,RFP_2_plate_1,C1,24.206
plate_4,RFP_2_plate_1,C2,38.349
plate_4,RFP_2_plate_1,C3,282.108
plate_4,RFP_2_plate_1,C4,123.986
plate_4,RFP_2_plate_1,C5,449.389
plate_4,RFP_2_plate_1,C6,465.959
plate_4,RFP_2_plate_1,C7,490.996
plate_4,RFP_2_plate_1,C8,274.251
plate_4,RFP_2_plate_1,C9,265.51
plate_4,RFP_2_plate_1,C10,3.041
plate_4,RFP_2_plate_1,C11,2.547
plate_4,RFP_2_plate_1,C12,1.311
plate_4,RFP_2_plate_1,D1,24.156
plate_4,RFP_2_plate_1,D2,26.949
plate_4,RFP_2_plate_1,D3,278.793
plate_4,RFP_2_plate_1,D4,114.314
plate_4,RFP_2_plate_1,D5,385.399
plate_4,RFP_2_plate_1,D6,459.608
plate_4,RFP_2_plate_1,D7,454.898
plate_4,RFP_2_plate_1,D8,367.595
plate_4,RFP_2_plate_1,D9,3.298
plate_4,RFP_2_plate_1,D10,3.128
plate_4,RFP_2_plate_1,D11,2.988
plate_4,RFP_2_plate_1,D12,1.287
plate_4,RFP_2_plate_1,E1,28.108
plate_4,RFP_2_plate_1,E2,20.039
plate_4,RFP_2_plate_1,E3,284.252
plate_4,RFP_2_plate_1,E4,198.454
plate_4,RFP_2_plate_1,E5,41.279
plate_4,RFP_2_plate_1,E6,5.994
plate_4,RFP_2_plate_1,E7,472.564
plate_4,RFP_2_plate_1,E8,317.499
plate_4,RFP_2_plate_1,E9,3.584
plate_4,RFP_2_plate_1,E10,256.607
plate_4,RFP_2_plate_1,E11,2.802
plate_4,RFP_2_plate_1,E12,1.788
plate_4,RFP_2_plate_1,F1,28.003
plate_4,RFP_2_plate_1,F2,28.568
plate_4,RFP_2_plate_1,F3,256.888
plate_4,RFP_2_plate_1,F4,99.08
plate_4,RFP_2_plate_1,F5,403.822
plate_4,RFP_2_plate_1,F6,5.907
plate_4,RFP_2_plate_1,F7,415.549
plate_4,RFP_2_plate_1,F8,386.128
plate_4,RFP_2_plate_1,F9,3.419
plate_4,RFP_2_plate_1,F10,3.126
plate_4,RFP_2_plate_1,F11,2.803
plate_4,RFP_2_plate_1,F12,1.387
plate_4,RFP_2_plate_1,G1,22.118
plate_4,RFP_2_plate_1,G2,29.141
plate_4,RFP_2_plate_1,G3,206.16
plate_4,RFP_2_plate_1,G4,145.62
plate_4,RFP_2_plate_1,G5,505.408
