Crank angle,In-cylinder Pressure
CA,bar
-360.82,2.11295
-360.32,2.48655
-359.82,2.53689
-359.32,2.53337
-358.82,2.51962
-358.32,2.50152
-357.82,2.47911
-357.32,2.45447
-356.82,2.42821
-356.32,2.39885
-355.82,2.36592
-355.32,2.33076
-354.82,2.29427
-354.32,2.25468
-353.82,2.21258
-353.32,2.17203
-352.82,2.1329
-352.32,2.09272
-351.82,2.05229
-351.32,2.01361
-350.82,1.97743
-350.32,1.94293
-349.82,1.90979
-349.32,1.87789
-348.82,1.84672
-348.32,1.81677
-347.82,1.7891
-347.32,1.76436
-346.82,1.74324
-346.32,1.7259
-345.82,1.71114
-345.32,1.6988
-344.82,1.68997
-344.32,1.68502
-343.82,1.68237
-343.32,1.68121
-342.82,1.68231
-342.32,1.68539
-341.82,1.68961
-341.32,1.69503
-340.82,1.7015
-340.32,1.70762
-339.82,1.71401
-339.32,1.72043
-338.82,1.72503
-338.32,1.72908
-337.82,1.73243
-337.32,1.73416
-336.82,1.73534
-336.32,1.7363
-335.82,1.73727
-335.32,1.73742
-334.82,1.73691
-334.32,1.73708
-333.82,1.73686
-333.32,1.73451
-332.82,1.73158
-332.32,1.72966
-331.82,1.72682
-331.32,1.72247
-330.82,1.71798
-330.32,1.71483
-329.82,1.71384
-329.32,1.71523
-328.82,1.72087
-328.32,1.73156
-327.82,1.74543
-327.32,1.76262
-326.82,1.78259
-326.32,1.80078
-325.82,1.81398
-325.32,1.82365
-324.82,1.83165
-324.32,1.83699
-323.82,1.84043
-323.32,1.84421
-322.82,1.84721
-322.32,1.84796
-321.82,1.84831
-321.32,1.85157
-320.82,1.85614
-320.32,1.85756
-319.82,1.85751
-319.32,1.85709
-318.82,1.85539
-318.32,1.85437
-317.82,1.85481
-317.32,1.85615
-316.82,1.85746
-316.32,1.85811
-315.82,1.85798
-315.32,1.85723
-314.82,1.85588
-314.32,1.85352
-313.82,1.85064
-313.32,1.8485
-312.82,1.84656
-312.32,1.84407
-311.82,1.8415
-311.32,1.83966
-310.82,1.83906
-310.32,1.8386
-309.82,1.83726
-309.32,1.83517
-308.82,1.83458
-308.32,1.83492
-307.82,1.83332
-307.32,1.83162
-306.82,1.83151
-306.32,1.83193
-305.82,1.83197
-305.32,1.83154
-304.82,1.83178
-304.32,1.83227
-303.82,1.83231
-303.32,1.83318
-302.82,1.83485
-302.32,1.83636
-301.82,1.83772
-301.32,1.83887
-300.82,1.83958
-300.32,1.84018
-299.82,1.84129
-299.32,1.84274
-298.82,1.84409
-298.32,1.84596
-297.82,1.84824
-297.32,1.85009
-296.82,1.85072
-296.32,1.85115
-295.82,1.85258
-295.32,1.85396
-294.82,1.85498
-294.32,1.85507
-293.82,1.85465
-293.32,1.85592
-292.82,1.85768
-292.32,1.85774
-291.82,1.85609
-291.32,1.85516
-290.82,1.85642
-290.32,1.85728
-289.82,1.85748
-289.32,1.85741
-288.82,1.85698
-288.32,1.85689
-287.82,1.85595
-287.32,1.85429
-286.82,1.85272
-286.32,1.85144
-285.82,1.85064
-285.32,1.85032
-284.82,1.85064
-284.32,1.85092
-283.82,1.85013
-283.32,1.8483
-282.82,1.8468
-282.32,1.84689
-281.82,1.84795
-281.32,1.84778
-280.82,1.84639
-280.32,1.84552
-279.82,1.84486
-279.32,1.84454
-278.82,1.84496
-278.32,1.84514
-277.82,1.84538
-277.32,1.84599
-276.82,1.84634
-276.32,1.8467
-275.82,1.84693
-275.32,1.84699
-274.82,1.84792
-274.32,1.84851
-273.82,1.84858
-273.32,1.85021
-272.82,1.85173
-272.32,1.85221
-271.82,1.85407
-271.32,1.85631
-270.82,1.8574
-270.32,1.8581
-269.82,1.85897
-269.32,1.86032
-268.82,1.86199
-268.32,1.8635
-267.82,1.86363
-267.32,1.86294
-266.82,1.86375
-266.32,1.86481
-265.82,1.86394
-265.32,1.86367
-264.82,1.8656
-264.32,1.86602
-263.82,1.86478
-263.32,1.86533
-262.82,1.86626
-262.32,1.86583
-261.82,1.86649
-261.32,1.86808
-260.82,1.8669
-260.32,1.86439
-259.82,1.86395
-259.32,1.86391
-258.82,1.86358
-258.32,1.86375
-257.82,1.86365
-257.32,1.86309
-256.82,1.86292
-256.32,1.86392
-255.82,1.86489
-255.32,1.86531
-254.82,1.86552
-254.32,1.8649
-253.82,1.86452
-253.32,1.86504
-252.82,1.86567
-252.32,1.86744
-251.82,1.86953
-251.32,1.86944
-250.82,1.86883
-250.32,1.87037
-249.82,1.87245
-249.32,1.87282
-248.82,1.87336
-248.32,1.87524
-247.82,1.87684
-247.32,1.87835
-246.82,1.88013
-246.32,1.88242
-245.82,1.88515
-245.32,1.88616
-244.82,1.88685
-244.32,1.88876
-243.82,1.88962
-243.32,1.89025
-242.82,1.89242
-242.32,1.89477
-241.82,1.89622
-241.32,1.89711
-240.82,1.89807
-240.32,1.89954
-239.82,1.90015
-239.32,1.89928
-238.82,1.89944
-238.32,1.90189
-237.82,1.90391
-237.32,1.90481
-236.82,1.90603
-236.32,1.90659
-235.82,1.90723
-235.32,1.90898
-234.82,1.90941
-234.32,1.90937
-233.82,1.91124
-233.32,1.9129
-232.82,1.91328
-232.32,1.91279
-231.82,1.91206
-231.32,1.91271
-230.82,1.91355
-230.32,1.91316
-229.82,1.9134
-229.32,1.91458
-228.82,1.91505
-228.32,1.91509
-227.82,1.91566
-227.32,1.9165
-226.82,1.9167
-226.32,1.91613
-225.82,1.91638
-225.32,1.91828
-224.82,1.9206
-224.32,1.92239
-223.82,1.9239
-223.32,1.92475
-222.82,1.9246
-222.32,1.92635
-221.82,1.92989
-221.32,1.93076
-220.82,1.92974
-220.32,1.931
-219.82,1.93429
-219.32,1.93707
-218.82,1.93921
-218.32,1.94175
-217.82,1.94528
-217.32,1.94889
-216.82,1.95144
-216.32,1.95384
-215.82,1.95601
-215.32,1.9574
-214.82,1.96032
-214.32,1.96501
-213.82,1.96855
-213.32,1.97105
-212.82,1.97395
-212.32,1.97784
-211.82,1.9824
-211.32,1.98592
-210.82,1.98898
-210.32,1.99343
-209.82,1.99861
-209.32,2.00275
-208.82,2.00557
-208.32,2.00812
-207.82,2.0115
-207.32,2.01493
-206.82,2.01626
-206.32,2.01706
-205.82,2.02064
-205.32,2.0253
-204.82,2.02747
-204.32,2.02808
-203.82,2.03009
-203.32,2.03303
-202.82,2.03408
-202.32,2.03405
-201.82,2.03567
-201.32,2.03797
-200.82,2.03917
-200.32,2.03919
-199.82,2.03787
-199.32,2.03701
-198.82,2.03869
-198.32,2.04043
-197.82,2.04045
-197.32,2.0394
-196.82,2.03742
-196.32,2.0362
-195.82,2.03698
-195.32,2.03808
-194.82,2.03803
-194.32,2.03689
-193.82,2.03518
-193.32,2.03423
-192.82,2.03443
-192.32,2.03413
-191.82,2.033
-191.32,2.0314
-190.82,2.02913
-190.32,2.0281
-189.82,2.02857
-189.32,2.02878
-188.82,2.02842
-188.32,2.02767
-187.82,2.02701
-187.32,2.02609
-186.82,2.02464
-186.32,2.02414
-185.82,2.02444
-185.32,2.02454
-184.82,2.02462
-184.32,2.02349
-183.82,2.02176
-183.32,2.0207
-182.82,2.0194
-182.32,2.01724
-181.82,2.0151
-181.32,2.01521
-180.82,2.01652
-180.32,2.01668
-179.82,2.01687
-179.32,2.018
-178.82,2.01788
-178.32,2.01599
-177.82,2.01443
-177.32,2.01391
-176.82,2.0142
-176.32,2.01474
-175.82,2.01517
-175.32,2.01561
-174.82,2.01572
-174.32,2.01522
-173.82,2.01466
-173.32,2.0144
-172.82,2.01504
-172.32,2.0169
-171.82,2.01828
-171.32,2.01915
-170.82,2.02032
-170.32,2.02087
-169.82,2.02043
-169.32,2.02139
-168.82,2.02469
-168.32,2.0274
-167.82,2.02903
-167.32,2.03068
-166.82,2.03251
-166.32,2.03426
-165.82,2.0355
-165.32,2.03688
-164.82,2.03923
-164.32,2.04271
-163.82,2.04597
-163.32,2.0476
-162.82,2.049
-162.32,2.05179
-161.82,2.05532
-161.32,2.05796
-160.82,2.05937
-160.32,2.06149
-159.82,2.06532
-159.32,2.06923
-158.82,2.07219
-158.32,2.07435
-157.82,2.07688
-157.32,2.08132
-156.82,2.08618
-156.32,2.08932
-155.82,2.09163
-155.32,2.09496
-154.82,2.09876
-154.32,2.10206
-153.82,2.10627
-153.32,2.11221
-152.82,2.11715
-152.32,2.11976
-151.82,2.12324
-151.32,2.12849
-150.82,2.13305
-150.32,2.13697
-149.82,2.14156
-149.32,2.14631
-148.82,2.15085
-148.32,2.15568
-147.82,2.16054
-147.32,2.16588
-146.82,2.17215
-146.32,2.17758
-145.82,2.18199
-145.32,2.18711
-144.82,2.19326
-144.32,2.19993
-143.82,2.20604
-143.32,2.21092
-142.82,2.21658
-142.32,2.22366
-141.82,2.22938
-141.32,2.23492
-140.82,2.24239
-140.32,2.25027
-139.82,2.25699
-139.32,2.26309
-138.82,2.26958
-138.32,2.27568
-137.82,2.28297
-137.32,2.29189
-136.82,2.29994
-136.32,2.30813
-135.82,2.31712
-135.32,2.32624
-134.82,2.33593
-134.32,2.34528
-133.82,2.35318
-133.32,2.36022
-132.82,2.36806
-132.32,2.37685
-131.82,2.3863
-131.32,2.39544
-130.82,2.40355
-130.32,2.41267
-129.82,2.42349
-129.32,2.435
-128.82,2.4468
-128.32,2.45867
-127.82,2.47022
-127.32,2.48146
-126.82,2.49272
-126.32,2.50349
-125.82,2.51232
-125.32,2.52142
-124.82,2.53317
-124.32,2.54511
-123.82,2.55744
-123.32,2.5718
-122.82,2.58558
-122.32,2.59765
-121.82,2.61006
-121.32,2.62329
-120.82,2.63688
-120.32,2.65143
-119.82,2.66696
-119.32,2.68253
-118.82,2.69752
-118.32,2.7114
-117.82,2.72455
-117.32,2.73787
-116.82,2.7529
-116.32,2.7697
-115.82,2.78708
-115.32,2.80437
-114.82,2.82074
-114.32,2.83635
-113.82,2.85158
-113.32,2.868
-112.82,2.88577
-112.32,2.90256
-111.82,2.91869
-111.32,2.93608
-110.82,2.95388
-110.32,2.97141
-109.82,2.99024
-109.32,3.01075
-108.82,3.03158
-108.32,3.05132
-107.82,3.07053
-107.32,3.09008
-106.82,3.11071
-106.32,3.13241
-105.82,3.15349
-105.32,3.17338
-104.82,3.19364
-104.32,3.21611
-103.82,3.23954
-103.32,3.26201
-102.82,3.28425
-102.32,3.30748
-101.82,3.33173
-101.32,3.3554
-100.82,3.379
-100.32,3.40389
-99.82,3.42931
-99.32,3.45508
-98.82,3.48128
-98.32,3.50704
-97.82,3.53213
-97.32,3.55795
-96.82,3.58508
-96.32,3.61196
-95.82,3.63951
-95.32,3.67012
-94.82,3.70232
-94.32,3.73358
-93.82,3.76361
-93.32,3.79376
-92.82,3.82521
-92.32,3.85745
-91.82,3.88968
-91.32,3.92332
-90.82,3.95946
-90.32,3.9967
-89.82,4.03269
-89.32,4.06694
-88.82,4.10195
-88.32,4.13954
-87.82,4.18022
-87.32,4.22281
-86.82,4.26477
-86.32,4.30555
-85.82,4.34623
-85.32,4.38852
-84.82,4.4339
-84.32,4.48169
-83.82,4.52965
-83.32,4.57659
-82.82,4.62547
-82.32,4.6784
-81.82,4.73226
-81.32,4.78572
-80.82,4.84083
-80.32,4.89697
-79.82,4.95302
-79.32,5.0105
-78.82,5.0699
-78.32,5.13102
-77.82,5.19421
-77.32,5.259
-76.82,5.32512
-76.32,5.39337
-75.82,5.46433
-75.32,5.53579
-74.82,5.60677
-74.32,5.68028
-73.82,5.75671
-73.32,5.83495
-72.82,5.91526
-72.32,5.9979
-71.82,6.08221
-71.32,6.16761
-70.82,6.25548
-70.32,6.34519
-69.82,6.43481
-69.32,6.52619
-68.82,6.62071
-68.32,6.71664
-67.82,6.81393
-67.32,6.9132
-66.82,7.01414
-66.32,7.11619
-65.82,7.21914
-65.32,7.32526
-64.82,7.43556
-64.32,7.54791
-63.82,7.66189
-63.32,7.77898
-62.82,7.89835
-62.32,8.01912
-61.82,8.1425
-61.32,8.26882
-60.82,8.39769
-60.32,8.52975
-59.82,8.66665
-59.32,8.80766
-58.82,8.95153
-58.32,9.09894
-57.82,9.24939
-57.32,9.40322
-56.82,9.56062
-56.32,9.72159
-55.82,9.8895
-55.32,10.06357
-54.82,10.23965
-54.32,10.41876
-53.82,10.60265
-53.32,10.79124
-52.82,10.9842
-52.32,11.18189
-51.82,11.38609
-51.32,11.59735
-50.82,11.81434
-50.32,12.03622
-49.82,12.26466
-49.32,12.50041
-48.82,12.74242
-48.32,12.99092
-47.82,13.24532
-47.32,13.50517
-46.82,13.77155
-46.32,14.04595
-45.82,14.32944
-45.32,14.6203
-44.82,14.91718
-44.32,15.22242
-43.82,15.53807
-43.32,15.86457
-42.82,16.20001
-42.32,16.5431
-41.82,16.8972
-41.32,17.26199
-40.82,17.63452
-40.32,18.01743
-39.82,18.41299
-39.32,18.81864
-38.82,19.23472
-38.32,19.66423
-37.82,20.10757
-37.32,20.5663
-36.82,21.04031
-36.32,21.52822
-35.82,22.03135
-35.32,22.54978
-34.82,23.08402
-34.32,23.63491
-33.82,24.20168
-33.32,24.78379
-32.82,25.38128
-32.32,25.99607
-31.82,26.62952
-31.32,27.28137
-30.82,27.95221
-30.32,28.64446
-29.82,29.36037
-29.32,30.09515
-28.82,30.84823
-28.32,31.62626
-27.82,32.42722
-27.32,33.24722
-26.82,34.08938
-26.32,34.95694
-25.82,35.84818
-25.32,36.76244
-24.82,37.70144
-24.32,38.66596
-23.82,39.65554
-23.32,40.66967
-22.82,41.7101
-22.32,42.77675
-21.82,43.86748
-21.32,44.98135
-20.82,46.12095
-20.32,47.28746
-19.82,48.47775
-19.32,49.69139
-18.82,50.92596
-18.32,52.17902
-17.82,53.45479
-17.32,54.7536
-16.82,56.07033
-16.32,57.40598
-15.82,58.76155
-15.32,60.12917
-14.82,61.50165
-14.32,62.8784
-13.82,64.26043
-13.32,65.643
-12.82,67.02126
-12.32,68.39632
-11.82,69.7649
-11.32,71.12132
-10.82,72.46385
-10.32,73.78977
-9.82,75.09439
-9.32,76.36924
-8.82,77.60929
-8.32,78.81477
-7.82,79.97789
-7.32,81.09031
-6.82,82.14867
-6.32,83.15844
-5.82,84.15719
-5.32,85.22144
-4.82,86.46169
-4.32,87.96905
-3.82,89.73476
-3.32,91.64767
-2.82,93.60768
-2.32,95.66021
-1.82,97.92255
-1.32,100.40855
-0.82,103.07516
-0.32,105.953
0.18,109.05458
0.68,112.28516
1.18,115.58067
1.68,118.92594
2.18,122.24681
2.68,125.49496
3.18,128.67922
3.68,131.75095
4.18,134.64924
4.68,137.37289
5.18,139.90837
5.68,142.20379
6.18,144.242
6.68,146.03735
7.18,147.57839
7.68,148.86014
8.18,149.90689
8.68,150.72588
9.18,151.31391
9.68,151.69483
10.18,151.88413
10.68,151.85919
11.18,151.60997
11.68,151.14856
12.18,150.46172
12.68,149.53077
13.18,148.36447
13.68,146.97256
14.18,145.36909
14.68,143.59063
15.18,141.66791
15.68,139.61428
16.18,137.45538
16.68,135.22577
17.18,132.93742
17.68,130.60055
18.18,128.2372
18.68,125.85464
19.18,123.45794
19.68,121.06381
20.18,118.67936
20.68,116.30669
21.18,113.95479
21.68,111.62445
22.18,109.31037
22.68,107.02185
23.18,104.76989
23.68,102.54873
24.18,100.35541
24.68,98.19808
25.18,96.07928
25.68,93.99517
26.18,91.94846
26.68,89.94044
27.18,87.96546
27.68,86.02914
28.18,84.13901
28.68,82.28881
29.18,80.47329
29.68,78.69615
30.18,76.96061
30.68,75.26484
31.18,73.60769
31.68,71.9888
32.18,70.4077
32.68,68.86367
33.18,67.35579
33.68,65.88559
34.18,64.45245
34.68,63.05441
35.18,61.69238
35.68,60.36387
36.18,59.06432
36.68,57.79628
37.18,56.56551
37.68,55.36949
38.18,54.19999
38.68,53.05942
39.18,51.95382
39.68,50.87623
40.18,49.82202
40.68,48.7968
41.18,47.80008
41.68,46.82432
42.18,45.87272
42.68,44.95141
43.18,44.05436
43.68,43.17682
44.18,42.31982
44.68,41.48444
45.18,40.66902
45.68,39.87239
46.18,39.09574
46.68,38.33953
47.18,37.60262
47.68,36.88327
48.18,36.18192
48.68,35.49546
49.18,34.82234
49.68,34.16662
50.18,33.52927
50.68,32.90692
51.18,32.29989
51.68,31.71117
52.18,31.13846
52.68,30.57958
53.18,30.03535
53.68,29.5052
54.18,28.98735
54.68,28.48101
55.18,27.98591
55.68,27.50272
56.18,27.03323
56.68,26.57746
57.18,26.13353
57.68,25.69985
58.18,25.27793
58.68,24.8685
59.18,24.46863
59.68,24.07764
60.18,23.69695
60.68,23.32577
61.18,22.96235
61.68,22.6075
62.18,22.26183
62.68,21.92503
63.18,21.59697
63.68,21.27645
64.18,20.96512
64.68,20.66405
65.18,20.36965
65.68,20.07927
66.18,19.79519
66.68,19.51956
67.18,19.25041
67.68,18.98801
68.18,18.73274
68.68,18.48295
69.18,18.23938
69.68,18.00175
70.18,17.76914
70.68,17.54196
71.18,17.32001
71.68,17.10358
72.18,16.89219
72.68,16.685
73.18,16.48277
73.68,16.28657
74.18,16.09693
74.68,15.91055
75.18,15.72535
75.68,15.54397
76.18,15.36796
76.68,15.19633
77.18,15.02845
77.68,14.86498
78.18,14.70683
78.68,14.55242
79.18,14.39865
79.68,14.24817
80.18,14.10281
80.68,13.96017
81.18,13.82038
81.68,13.68461
82.18,13.55158
82.68,13.41928
83.18,13.28987
83.68,13.16488
84.18,13.04319
84.68,12.9241
85.18,12.80615
85.68,12.68996
86.18,12.57648
86.68,12.46571
87.18,12.35823
87.68,12.25331
88.18,12.14943
88.68,12.04684
89.18,11.94639
89.68,11.84721
90.18,11.75029
90.68,11.65743
91.18,11.56652
91.68,11.47539
92.18,11.38552
92.68,11.29884
93.18,11.21391
93.68,11.12803
94.18,11.0433
94.68,10.96229
95.18,10.88237
95.68,10.80301
96.18,10.7251
96.68,10.64857
97.18,10.57467
97.68,10.50197
98.18,10.42928
98.68,10.35773
99.18,10.2877
99.68,10.21912
100.18,10.15227
100.68,10.08565
101.18,10.01877
101.68,9.95458
102.18,9.8922
102.68,9.82875
103.18,9.76537
103.68,9.70423
104.18,9.64438
104.68,9.58424
105.18,9.52611
105.68,9.47023
106.18,9.41376
106.68,9.35759
107.18,9.30403
107.68,9.25163
108.18,9.1987
108.68,9.14685
109.18,9.09588
109.68,9.04485
110.18,8.99483
110.68,8.94531
111.18,8.89666
111.68,8.84963
112.18,8.80236
112.68,8.75503
113.18,8.70962
113.68,8.6659
114.18,8.6222
114.68,8.57824
115.18,8.53508
115.68,8.49283
116.18,8.45149
116.68,8.41127
117.18,8.37098
117.68,8.33064
118.18,8.29035
118.68,8.25067
119.18,8.21381
119.68,8.17769
120.18,8.14044
120.68,8.10333
121.18,8.067
121.68,8.03148
122.18,7.99701
122.68,7.96375
123.18,7.93048
123.68,7.89701
124.18,7.86358
124.68,7.83006
125.18,7.79741
125.68,7.76615
126.18,7.73407
126.68,7.7009
127.18,7.66997
127.68,7.64024
128.18,7.60912
128.68,7.57723
129.18,7.54569
129.68,7.51487
130.18,7.48344
130.68,7.45119
131.18,7.41969
131.68,7.38819
132.18,7.35619
132.68,7.32479
133.18,7.29345
133.68,7.26265
134.18,7.23291
134.68,7.20287
135.18,7.17136
135.68,7.13942
136.18,7.10914
136.68,7.07987
137.18,7.05001
137.68,7.01894
138.18,6.98757
138.68,6.9565
139.18,6.92557
139.68,6.89478
140.18,6.86351
140.68,6.83226
141.18,6.80064
141.68,6.76911
142.18,6.73835
142.68,6.70552
143.18,6.67163
143.68,6.64011
144.18,6.60912
144.68,6.57628
145.18,6.54205
145.68,6.50814
146.18,6.47637
146.68,6.44474
147.18,6.41116
147.68,6.37665
148.18,6.3411
148.68,6.30471
149.18,6.26921
149.68,6.23398
150.18,6.19648
150.68,6.15714
151.18,6.11895
151.68,6.08108
152.18,6.04028
152.68,5.99866
153.18,5.9585
153.68,5.91864
154.18,5.87794
154.68,5.83618
155.18,5.79399
155.68,5.75114
156.18,5.70808
156.68,5.66504
157.18,5.62186
157.68,5.57821
158.18,5.53301
158.68,5.48673
159.18,5.44035
159.68,5.39367
160.18,5.34646
160.68,5.29887
161.18,5.2494
161.68,5.19924
162.18,5.15027
162.68,5.10021
163.18,5.04913
163.68,4.99817
164.18,4.94745
164.68,4.89689
165.18,4.84565
165.68,4.79336
166.18,4.74038
166.68,4.6871
167.18,4.63349
167.68,4.58026
168.18,4.5271
168.68,4.47383
169.18,4.41977
169.68,4.36434
170.18,4.30954
170.68,4.2563
171.18,4.20484
171.68,4.15333
172.18,4.0997
172.68,4.04682
173.18,3.99573
173.68,3.94476
174.18,3.89496
174.68,3.84707
175.18,3.79953
175.68,3.75236
176.18,3.7059
176.68,3.65934
177.18,3.61376
177.68,3.56967
178.18,3.52605
178.68,3.48299
179.18,3.44201
179.68,3.40288
180.18,3.36417
180.68,3.32628
181.18,3.28889
181.68,3.25298
182.18,3.21914
182.68,3.18539
183.18,3.15142
183.68,3.11885
184.18,3.08902
184.68,3.06124
185.18,3.03389
185.68,3.00626
186.18,2.97973
186.68,2.95492
187.18,2.93095
187.68,2.9083
188.18,2.88673
188.68,2.8662
189.18,2.84715
189.68,2.82878
190.18,2.81113
190.68,2.79526
191.18,2.78036
191.68,2.76586
192.18,2.75279
192.68,2.74099
193.18,2.72992
193.68,2.71968
194.18,2.70999
194.68,2.70201
195.18,2.69624
195.68,2.69034
196.18,2.6841
196.68,2.67866
197.18,2.67416
197.68,2.67052
198.18,2.66865
198.68,2.66845
199.18,2.66824
199.68,2.66967
200.18,2.67271
200.68,2.67471
201.18,2.67746
201.68,2.68242
202.18,2.68788
202.68,2.69331
203.18,2.70036
203.68,2.70871
204.18,2.71661
204.68,2.72494
205.18,2.73419
205.68,2.74409
206.18,2.75467
206.68,2.76619
207.18,2.77905
207.68,2.79137
208.18,2.80243
208.68,2.81491
209.18,2.82909
209.68,2.84256
210.18,2.85543
210.68,2.87047
211.18,2.88634
211.68,2.89943
212.18,2.91146
212.68,2.92431
213.18,2.93762
213.68,2.95126
214.18,2.96349
214.68,2.9755
215.18,2.98885
215.68,3.00098
216.18,3.01246
216.68,3.02498
217.18,3.0375
217.68,3.04786
218.18,3.05713
218.68,3.06695
219.18,3.07572
219.68,3.08385
220.18,3.09221
220.68,3.10091
221.18,3.10902
221.68,3.11449
222.18,3.11888
222.68,3.12414
223.18,3.12988
223.68,3.13474
224.18,3.1381
224.68,3.14134
225.18,3.14383
225.68,3.14487
226.18,3.14601
226.68,3.14745
227.18,3.14793
227.68,3.14808
228.18,3.14779
228.68,3.14576
229.18,3.14342
229.68,3.14011
230.18,3.13569
230.68,3.13273
231.18,3.13035
231.68,3.12691
232.18,3.12243
232.68,3.11721
233.18,3.11128
233.68,3.10457
234.18,3.09745
234.68,3.0897
235.18,3.08113
235.68,3.07348
236.18,3.067
236.68,3.05917
237.18,3.04998
237.68,3.04021
238.18,3.03038
238.68,3.02154
239.18,3.0122
239.68,3.00093
240.18,2.98875
240.68,2.97777
241.18,2.96827
241.68,2.95783
242.18,2.94578
242.68,2.93329
243.18,2.92131
243.68,2.91021
244.18,2.89896
244.68,2.8869
245.18,2.87428
245.68,2.86125
246.18,2.84793
246.68,2.83385
247.18,2.82032
247.68,2.80879
248.18,2.79683
248.68,2.78281
249.18,2.76838
249.68,2.75532
250.18,2.74333
250.68,2.73096
251.18,2.71896
251.68,2.70788
252.18,2.69674
252.68,2.68539
253.18,2.67367
253.68,2.66238
254.18,2.65349
254.68,2.64532
255.18,2.63499
255.68,2.62491
256.18,2.61701
256.68,2.60918
257.18,2.60028
257.68,2.59142
258.18,2.58413
258.68,2.57867
259.18,2.57401
259.68,2.56965
260.18,2.56564
260.68,2.561
261.18,2.55551
261.68,2.55139
262.18,2.54927
262.68,2.54763
263.18,2.54656
263.68,2.54671
264.18,2.54771
264.68,2.54887
265.18,2.54997
265.68,2.55185
266.18,2.55466
266.68,2.55788
267.18,2.56071
267.68,2.56348
268.18,2.5673
268.68,2.57148
269.18,2.57543
269.68,2.58011
270.18,2.58639
270.68,2.59257
271.18,2.59745
271.68,2.60283
272.18,2.60962
272.68,2.61654
273.18,2.62241
273.68,2.62803
274.18,2.63512
274.68,2.64303
275.18,2.65013
275.68,2.65727
276.18,2.66478
276.68,2.67179
277.18,2.67828
277.68,2.68478
278.18,2.69129
278.68,2.69709
279.18,2.70318
279.68,2.71034
280.18,2.7182
280.68,2.72746
281.18,2.73604
281.68,2.74225
282.18,2.74813
282.68,2.75476
283.18,2.762
283.68,2.76904
284.18,2.77603
284.68,2.78442
285.18,2.79311
285.68,2.80063
286.18,2.80799
286.68,2.81616
287.18,2.82391
287.68,2.83017
288.18,2.83775
288.68,2.84714
289.18,2.85531
289.68,2.86182
290.18,2.86773
290.68,2.87322
291.18,2.87843
291.68,2.88352
292.18,2.88813
292.68,2.89206
293.18,2.89513
293.68,2.89826
294.18,2.90128
294.68,2.90379
295.18,2.90699
295.68,2.90976
296.18,2.91138
296.68,2.91244
297.18,2.91304
297.68,2.91455
298.18,2.91708
298.68,2.91909
299.18,2.92081
299.68,2.92199
300.18,2.92325
300.68,2.92713
301.18,2.93145
301.68,2.93525
302.18,2.9401
302.68,2.94529
303.18,2.95113
303.68,2.95783
304.18,2.96496
304.68,2.97259
305.18,2.98111
305.68,2.98958
306.18,2.99781
306.68,3.00635
307.18,3.01461
307.68,3.02352
308.18,3.03253
308.68,3.0416
309.18,3.05195
309.68,3.06233
310.18,3.07107
310.68,3.0792
311.18,3.08734
311.68,3.09357
312.18,3.09927
312.68,3.10577
313.18,3.11205
313.68,3.11822
314.18,3.1238
314.68,3.12859
315.18,3.13444
315.68,3.14233
316.18,3.14949
316.68,3.15401
317.18,3.15811
317.68,3.16468
318.18,3.17281
318.68,3.18
319.18,3.18525
319.68,3.18917
320.18,3.19388
320.68,3.19884
321.18,3.20282
321.68,3.2059
322.18,3.20794
322.68,3.20982
323.18,3.21281
323.68,3.21535
324.18,3.21462
324.68,3.21356
325.18,3.21464
325.68,3.2137
326.18,3.20957
326.68,3.20439
327.18,3.1976
327.68,3.18916
328.18,3.1799
328.68,3.1698
329.18,3.15844
329.68,3.14485
330.18,3.12923
330.68,3.1119
331.18,3.09328
331.68,3.07516
332.18,3.05647
332.68,3.03562
333.18,3.01347
333.68,2.99074
334.18,2.96884
334.68,2.94676
335.18,2.92373
335.68,2.90189
336.18,2.88152
336.68,2.86124
337.18,2.83955
337.68,2.81793
338.18,2.7984
338.68,2.77979
339.18,2.7601
339.68,2.74044
340.18,2.72365
340.68,2.70894
341.18,2.69534
341.68,2.68243
342.18,2.66878
342.68,2.65554
343.18,2.64366
343.68,2.63149
344.18,2.61955
344.68,2.60948
345.18,2.59944
345.68,2.58826
346.18,2.57866
346.68,2.57137
347.18,2.56413
347.68,2.55645
348.18,2.55046
348.68,2.5472
349.18,2.54411
349.68,2.54105
350.18,2.5405
350.68,2.54127
351.18,2.5427
351.68,2.54505
352.18,2.54621
352.68,2.54722
353.18,2.5493
353.68,2.55223
354.18,2.55627
354.68,2.55967
355.18,2.56172
355.68,2.5636
356.18,2.56652
356.68,2.56989
357.18,2.56979
357.68,2.55134
358.18,2.42948
358.68,1.66723
